trade_date,weekday,is_trading_day,is_weekend,is_nse_holiday,holiday_description,is_special_session,special_session_description,session_type,segment,source
2024-02-19,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-20,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-21,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-22,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-23,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-26,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-27,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-28,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-02-29,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-01,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-04,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-05,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-06,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-07,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-11,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-12,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-13,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-14,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-15,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-18,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-19,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-20,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-21,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-22,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-26,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-27,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-03-28,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-01,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-02,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-03,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-04,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-05,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-08,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-09,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-10,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-12,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-15,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-16,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-18,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-19,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-22,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-23,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-24,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-25,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-26,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-29,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-04-30,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-02,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-03,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-06,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-07,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-08,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-09,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-10,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-13,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-14,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-15,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-16,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-17,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-20,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-21,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-22,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-23,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-24,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-27,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-28,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-29,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-30,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-05-31,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-03,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-04,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-05,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-06,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-07,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-10,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-11,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-12,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-13,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-14,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-18,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-19,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-20,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-21,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-24,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-25,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-26,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-27,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-06-28,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-01,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-02,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-03,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-04,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-05,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-08,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-09,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-10,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-11,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-12,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-15,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-16,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-18,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-19,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-22,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-23,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-24,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-25,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-26,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-29,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-30,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-07-31,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-01,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-02,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-05,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-06,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-07,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-08,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-09,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-12,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-13,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-14,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-16,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-19,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-20,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-21,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-22,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-23,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-26,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-27,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-28,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-29,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-08-30,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-02,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-03,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-04,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-05,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-06,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-09,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-10,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-11,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-12,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-13,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-16,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-17,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-18,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-19,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-20,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-23,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-24,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-25,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-26,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-27,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-09-30,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-01,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-03,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-04,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-07,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-08,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-09,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-10,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-11,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-14,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-15,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-16,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-17,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-18,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-21,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-22,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-23,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-24,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-25,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-28,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-29,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-30,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-10-31,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-01,Friday,True,False,True,Diwali Laxmi Pujan,True,Muhurat Trading,SPECIAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-04,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-05,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-06,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-07,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-08,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-11,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-12,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-13,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-14,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-18,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-19,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-20,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-21,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-22,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-25,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-26,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-27,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-28,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-11-29,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-02,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-03,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-04,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-05,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-06,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-09,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-10,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-11,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-12,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-13,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-16,Monday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-17,Tuesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-18,Wednesday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-19,Thursday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
2024-12-20,Friday,True,False,False,,False,,NORMAL,FO,NSE OFFICIAL F&O HOLIDAY SOURCES
