token,description,instrument_type_code,lot_size,tick_size,isin,trading_session,last_update_date,expiry_epoch,fyers_symbol,exchange,segment,exchange_token,underlying_symbol,underlying_token,strike_price,option_type,unique_identifier,reserved_1,reserved_2,reserved_3,underlying,expiry_date,instrument_family,is_expired,days_to_expiry,expiry_bucket,expiry_rank
101126082558087,ADANIENSOL 25 Aug 26 FUT,13,675,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ADANIENSOL26AUGFUT,10,11,58087,ADANIENSOL,10217,-1.0,XX,101000000010217,,0,0.0,ADANIENSOL,2026-08-25,FUTURE,False,40,NEXT,2
101126092968416,ADANIENSOL 29 Sep 26 FUT,13,675,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ADANIENSOL26SEPFUT,10,11,68416,ADANIENSOL,10217,-1.0,XX,101000000010217,,0,0.0,ADANIENSOL,2026-09-29,FUTURE,False,75,FAR,3
101126072861099,ADANIENT 28 Jul 26 FUT,13,309,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ADANIENT26JULFUT,10,11,61099,ADANIENT,25,-1.0,XX,101000000025,,0,0.0,ADANIENT,2026-07-28,FUTURE,False,12,NEAR,1
101126082558088,ADANIENT 25 Aug 26 FUT,13,309,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ADANIENT26AUGFUT,10,11,58088,ADANIENT,25,-1.0,XX,101000000025,,0,0.0,ADANIENT,2026-08-25,FUTURE,False,40,NEXT,2
101126092968417,ADANIENT 29 Sep 26 FUT,13,309,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ADANIENT26SEPFUT,10,11,68417,ADANIENT,25,-1.0,XX,101000000025,,0,0.0,ADANIENT,2026-09-29,FUTURE,False,75,FAR,3
101126072861100,ADANIGREEN 28 Jul 26 FUT,13,600,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ADANIGREEN26JULFUT,10,11,61100,ADANIGREEN,3563,-1.0,XX,10100000003563,,0,0.0,ADANIGREEN,2026-07-28,FUTURE,False,12,NEAR,1
101126082558089,ADANIGREEN 25 Aug 26 FUT,13,600,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ADANIGREEN26AUGFUT,10,11,58089,ADANIGREEN,3563,-1.0,XX,10100000003563,,0,0.0,ADANIGREEN,2026-08-25,FUTURE,False,40,NEXT,2
101126092968418,ADANIGREEN 29 Sep 26 FUT,13,600,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ADANIGREEN26SEPFUT,10,11,68418,ADANIGREEN,3563,-1.0,XX,10100000003563,,0,0.0,ADANIGREEN,2026-09-29,FUTURE,False,75,FAR,3
101126072861101,ADANIPORTS 28 Jul 26 FUT,13,475,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ADANIPORTS26JULFUT,10,11,61101,ADANIPORTS,15083,-1.0,XX,101000000015083,,0,0.0,ADANIPORTS,2026-07-28,FUTURE,False,12,NEAR,1
101126082558090,ADANIPORTS 25 Aug 26 FUT,13,475,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ADANIPORTS26AUGFUT,10,11,58090,ADANIPORTS,15083,-1.0,XX,101000000015083,,0,0.0,ADANIPORTS,2026-08-25,FUTURE,False,40,NEXT,2
101126092968419,ADANIPORTS 29 Sep 26 FUT,13,475,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ADANIPORTS26SEPFUT,10,11,68419,ADANIPORTS,15083,-1.0,XX,101000000015083,,0,0.0,ADANIPORTS,2026-09-29,FUTURE,False,75,FAR,3
101126072861102,ADANIPOWER 28 Jul 26 FUT,13,3550,0.01,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ADANIPOWER26JULFUT,10,11,61102,ADANIPOWER,17388,-1.0,XX,101000000017388,,0,0.0,ADANIPOWER,2026-07-28,FUTURE,False,12,NEAR,1
101126082558091,ADANIPOWER 25 Aug 26 FUT,13,3550,0.01,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ADANIPOWER26AUGFUT,10,11,58091,ADANIPOWER,17388,-1.0,XX,101000000017388,,0,0.0,ADANIPOWER,2026-08-25,FUTURE,False,40,NEXT,2
101126092968420,ADANIPOWER 29 Sep 26 FUT,13,3550,0.01,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ADANIPOWER26SEPFUT,10,11,68420,ADANIPOWER,17388,-1.0,XX,101000000017388,,0,0.0,ADANIPOWER,2026-09-29,FUTURE,False,75,FAR,3
101126072861103,ALKEM 28 Jul 26 FUT,13,125,0.5,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ALKEM26JULFUT,10,11,61103,ALKEM,11703,-1.0,XX,101000000011703,,0,0.0,ALKEM,2026-07-28,FUTURE,False,12,NEAR,1
101126082558100,ALKEM 25 Aug 26 FUT,13,125,0.5,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ALKEM26AUGFUT,10,11,58100,ALKEM,11703,-1.0,XX,101000000011703,,0,0.0,ALKEM,2026-08-25,FUTURE,False,40,NEXT,2
101126092968421,ALKEM 29 Sep 26 FUT,13,125,0.5,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ALKEM26SEPFUT,10,11,68421,ALKEM,11703,-1.0,XX,101000000011703,,0,0.0,ALKEM,2026-09-29,FUTURE,False,75,FAR,3
101126072861104,AMBER 28 Jul 26 FUT,13,100,0.5,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:AMBER26JULFUT,10,11,61104,AMBER,1185,-1.0,XX,10100000001185,,0,0.0,AMBER,2026-07-28,FUTURE,False,12,NEAR,1
101126082558101,AMBER 25 Aug 26 FUT,13,100,0.5,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:AMBER26AUGFUT,10,11,58101,AMBER,1185,-1.0,XX,10100000001185,,0,0.0,AMBER,2026-08-25,FUTURE,False,40,NEXT,2
101126092968422,AMBER 29 Sep 26 FUT,13,100,0.5,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:AMBER26SEPFUT,10,11,68422,AMBER,1185,-1.0,XX,10100000001185,,0,0.0,AMBER,2026-09-29,FUTURE,False,75,FAR,3
101126072861105,AMBUJACEM 28 Jul 26 FUT,13,1200,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:AMBUJACEM26JULFUT,10,11,61105,AMBUJACEM,1270,-1.0,XX,10100000001270,,0,0.0,AMBUJACEM,2026-07-28,FUTURE,False,12,NEAR,1
101126082558102,AMBUJACEM 25 Aug 26 FUT,13,1200,0.05,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:AMBUJACEM26AUGFUT,10,11,58102,AMBUJACEM,1270,-1.0,XX,10100000001270,,0,0.0,AMBUJACEM,2026-08-25,FUTURE,False,40,NEXT,2
101126092968423,AMBUJACEM 29 Sep 26 FUT,13,1200,0.05,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:AMBUJACEM26SEPFUT,10,11,68423,AMBUJACEM,1270,-1.0,XX,10100000001270,,0,0.0,AMBUJACEM,2026-09-29,FUTURE,False,75,FAR,3
101126072861106,ANGELONE 28 Jul 26 FUT,13,2500,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ANGELONE26JULFUT,10,11,61106,ANGELONE,324,-1.0,XX,1010000000324,,0,0.0,ANGELONE,2026-07-28,FUTURE,False,12,NEAR,1
101126082558103,ANGELONE 25 Aug 26 FUT,13,2500,0.05,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ANGELONE26AUGFUT,10,11,58103,ANGELONE,324,-1.0,XX,1010000000324,,0,0.0,ANGELONE,2026-08-25,FUTURE,False,40,NEXT,2
101126092968424,ANGELONE 29 Sep 26 FUT,13,2500,0.05,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ANGELONE26SEPFUT,10,11,68424,ANGELONE,324,-1.0,XX,1010000000324,,0,0.0,ANGELONE,2026-09-29,FUTURE,False,75,FAR,3
101126072861107,APLAPOLLO 28 Jul 26 FUT,13,350,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:APLAPOLLO26JULFUT,10,11,61107,APLAPOLLO,25780,-1.0,XX,101000000025780,,0,0.0,APLAPOLLO,2026-07-28,FUTURE,False,12,NEAR,1
101126082558104,APLAPOLLO 25 Aug 26 FUT,13,350,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:APLAPOLLO26AUGFUT,10,11,58104,APLAPOLLO,25780,-1.0,XX,101000000025780,,0,0.0,APLAPOLLO,2026-08-25,FUTURE,False,40,NEXT,2
101126092968425,APLAPOLLO 29 Sep 26 FUT,13,350,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:APLAPOLLO26SEPFUT,10,11,68425,APLAPOLLO,25780,-1.0,XX,101000000025780,,0,0.0,APLAPOLLO,2026-09-29,FUTURE,False,75,FAR,3
101126072861108,APOLLOHOSP 28 Jul 26 FUT,13,125,0.5,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:APOLLOHOSP26JULFUT,10,11,61108,APOLLOHOSP,157,-1.0,XX,1010000000157,,0,0.0,APOLLOHOSP,2026-07-28,FUTURE,False,12,NEAR,1
101126082558105,APOLLOHOSP 25 Aug 26 FUT,13,125,0.5,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:APOLLOHOSP26AUGFUT,10,11,58105,APOLLOHOSP,157,-1.0,XX,1010000000157,,0,0.0,APOLLOHOSP,2026-08-25,FUTURE,False,40,NEXT,2
101126092968426,APOLLOHOSP 29 Sep 26 FUT,13,125,0.5,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:APOLLOHOSP26SEPFUT,10,11,68426,APOLLOHOSP,157,-1.0,XX,1010000000157,,0,0.0,APOLLOHOSP,2026-09-29,FUTURE,False,75,FAR,3
101126072861109,ASHOKLEY 28 Jul 26 FUT,13,5000,0.01,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ASHOKLEY26JULFUT,10,11,61109,ASHOKLEY,212,-1.0,XX,1010000000212,,0,0.0,ASHOKLEY,2026-07-28,FUTURE,False,12,NEAR,1
101126082558106,ASHOKLEY 25 Aug 26 FUT,13,5000,0.01,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ASHOKLEY26AUGFUT,10,11,58106,ASHOKLEY,212,-1.0,XX,1010000000212,,0,0.0,ASHOKLEY,2026-08-25,FUTURE,False,40,NEXT,2
101126092968427,ASHOKLEY 29 Sep 26 FUT,13,5000,0.01,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ASHOKLEY26SEPFUT,10,11,68427,ASHOKLEY,212,-1.0,XX,1010000000212,,0,0.0,ASHOKLEY,2026-09-29,FUTURE,False,75,FAR,3
101126072861110,ASIANPAINT 28 Jul 26 FUT,13,250,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ASIANPAINT26JULFUT,10,11,61110,ASIANPAINT,236,-1.0,XX,1010000000236,,0,0.0,ASIANPAINT,2026-07-28,FUTURE,False,12,NEAR,1
101126082558107,ASIANPAINT 25 Aug 26 FUT,13,250,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ASIANPAINT26AUGFUT,10,11,58107,ASIANPAINT,236,-1.0,XX,1010000000236,,0,0.0,ASIANPAINT,2026-08-25,FUTURE,False,40,NEXT,2
101126092968428,ASIANPAINT 29 Sep 26 FUT,13,250,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ASIANPAINT26SEPFUT,10,11,68428,ASIANPAINT,236,-1.0,XX,1010000000236,,0,0.0,ASIANPAINT,2026-09-29,FUTURE,False,75,FAR,3
101126072861111,ASTRAL 28 Jul 26 FUT,13,425,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:ASTRAL26JULFUT,10,11,61111,ASTRAL,14418,-1.0,XX,101000000014418,,0,0.0,ASTRAL,2026-07-28,FUTURE,False,12,NEAR,1
101126082558108,ASTRAL 25 Aug 26 FUT,13,425,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:ASTRAL26AUGFUT,10,11,58108,ASTRAL,14418,-1.0,XX,101000000014418,,0,0.0,ASTRAL,2026-08-25,FUTURE,False,40,NEXT,2
101126092968429,ASTRAL 29 Sep 26 FUT,13,425,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:ASTRAL26SEPFUT,10,11,68429,ASTRAL,14418,-1.0,XX,101000000014418,,0,0.0,ASTRAL,2026-09-29,FUTURE,False,75,FAR,3
101126072861112,AUBANK 28 Jul 26 FUT,13,1000,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:AUBANK26JULFUT,10,11,61112,AUBANK,21238,-1.0,XX,101000000021238,,0,0.0,AUBANK,2026-07-28,FUTURE,False,12,NEAR,1
101126082558109,AUBANK 25 Aug 26 FUT,13,1000,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:AUBANK26AUGFUT,10,11,58109,AUBANK,21238,-1.0,XX,101000000021238,,0,0.0,AUBANK,2026-08-25,FUTURE,False,40,NEXT,2
101126092968432,AUBANK 29 Sep 26 FUT,13,1000,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:AUBANK26SEPFUT,10,11,68432,AUBANK,21238,-1.0,XX,101000000021238,,0,0.0,AUBANK,2026-09-29,FUTURE,False,75,FAR,3
101126072861113,AUROPHARMA 28 Jul 26 FUT,13,550,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:AUROPHARMA26JULFUT,10,11,61113,AUROPHARMA,275,-1.0,XX,1010000000275,,0,0.0,AUROPHARMA,2026-07-28,FUTURE,False,12,NEAR,1
101126082558116,AUROPHARMA 25 Aug 26 FUT,13,550,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:AUROPHARMA26AUGFUT,10,11,58116,AUROPHARMA,275,-1.0,XX,1010000000275,,0,0.0,AUROPHARMA,2026-08-25,FUTURE,False,40,NEXT,2
101126092968433,AUROPHARMA 29 Sep 26 FUT,13,550,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:AUROPHARMA26SEPFUT,10,11,68433,AUROPHARMA,275,-1.0,XX,1010000000275,,0,0.0,AUROPHARMA,2026-09-29,FUTURE,False,75,FAR,3
101126072861114,AXISBANK 28 Jul 26 FUT,13,625,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:AXISBANK26JULFUT,10,11,61114,AXISBANK,5900,-1.0,XX,10100000005900,,0,0.0,AXISBANK,2026-07-28,FUTURE,False,12,NEAR,1
101126082558117,AXISBANK 25 Aug 26 FUT,13,625,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:AXISBANK26AUGFUT,10,11,58117,AXISBANK,5900,-1.0,XX,10100000005900,,0,0.0,AXISBANK,2026-08-25,FUTURE,False,40,NEXT,2
101126092968434,AXISBANK 29 Sep 26 FUT,13,625,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:AXISBANK26SEPFUT,10,11,68434,AXISBANK,5900,-1.0,XX,10100000005900,,0,0.0,AXISBANK,2026-09-29,FUTURE,False,75,FAR,3
101126072861115,BAJAJ-AUTO 28 Jul 26 FUT,13,75,0.5,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BAJAJ-AUTO26JULFUT,10,11,61115,BAJAJ-AUTO,16669,-1.0,XX,101000000016669,,0,0.0,BAJAJ-AUTO,2026-07-28,FUTURE,False,12,NEAR,1
101126082558118,BAJAJ-AUTO 25 Aug 26 FUT,13,75,0.5,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BAJAJ-AUTO26AUGFUT,10,11,58118,BAJAJ-AUTO,16669,-1.0,XX,101000000016669,,0,0.0,BAJAJ-AUTO,2026-08-25,FUTURE,False,40,NEXT,2
101126092968435,BAJAJ-AUTO 29 Sep 26 FUT,13,75,0.5,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BAJAJ-AUTO26SEPFUT,10,11,68435,BAJAJ-AUTO,16669,-1.0,XX,101000000016669,,0,0.0,BAJAJ-AUTO,2026-09-29,FUTURE,False,75,FAR,3
101126072861116,BAJAJFINSV 28 Jul 26 FUT,13,300,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BAJAJFINSV26JULFUT,10,11,61116,BAJAJFINSV,16675,-1.0,XX,101000000016675,,0,0.0,BAJAJFINSV,2026-07-28,FUTURE,False,12,NEAR,1
101126082558119,BAJAJFINSV 25 Aug 26 FUT,13,300,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BAJAJFINSV26AUGFUT,10,11,58119,BAJAJFINSV,16675,-1.0,XX,101000000016675,,0,0.0,BAJAJFINSV,2026-08-25,FUTURE,False,40,NEXT,2
101126092968436,BAJAJFINSV 29 Sep 26 FUT,13,300,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BAJAJFINSV26SEPFUT,10,11,68436,BAJAJFINSV,16675,-1.0,XX,101000000016675,,0,0.0,BAJAJFINSV,2026-09-29,FUTURE,False,75,FAR,3
101126072861117,BAJAJHLDNG 28 Jul 26 FUT,13,75,1.0,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BAJAJHLDNG26JULFUT,10,11,61117,BAJAJHLDNG,305,-1.0,XX,1010000000305,,0,0.0,BAJAJHLDNG,2026-07-28,FUTURE,False,12,NEAR,1
101126082558120,BAJAJHLDNG 25 Aug 26 FUT,13,75,1.0,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BAJAJHLDNG26AUGFUT,10,11,58120,BAJAJHLDNG,305,-1.0,XX,1010000000305,,0,0.0,BAJAJHLDNG,2026-08-25,FUTURE,False,40,NEXT,2
101126092968437,BAJAJHLDNG 29 Sep 26 FUT,13,75,1.0,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BAJAJHLDNG26SEPFUT,10,11,68437,BAJAJHLDNG,305,-1.0,XX,1010000000305,,0,0.0,BAJAJHLDNG,2026-09-29,FUTURE,False,75,FAR,3
101126072861118,BAJFINANCE 28 Jul 26 FUT,13,750,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BAJFINANCE26JULFUT,10,11,61118,BAJFINANCE,317,-1.0,XX,1010000000317,,0,0.0,BAJFINANCE,2026-07-28,FUTURE,False,12,NEAR,1
101126082558121,BAJFINANCE 25 Aug 26 FUT,13,750,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BAJFINANCE26AUGFUT,10,11,58121,BAJFINANCE,317,-1.0,XX,1010000000317,,0,0.0,BAJFINANCE,2026-08-25,FUTURE,False,40,NEXT,2
101126092968442,BAJFINANCE 29 Sep 26 FUT,13,750,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BAJFINANCE26SEPFUT,10,11,68442,BAJFINANCE,317,-1.0,XX,1010000000317,,0,0.0,BAJFINANCE,2026-09-29,FUTURE,False,75,FAR,3
101126072861121,BANDHANBNK 28 Jul 26 FUT,13,3600,0.01,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANDHANBNK26JULFUT,10,11,61121,BANDHANBNK,2263,-1.0,XX,10100000002263,,0,0.0,BANDHANBNK,2026-07-28,FUTURE,False,12,NEAR,1
101126082558122,BANDHANBNK 25 Aug 26 FUT,13,3600,0.01,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BANDHANBNK26AUGFUT,10,11,58122,BANDHANBNK,2263,-1.0,XX,10100000002263,,0,0.0,BANDHANBNK,2026-08-25,FUTURE,False,40,NEXT,2
101126092968443,BANDHANBNK 29 Sep 26 FUT,13,3600,0.01,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BANDHANBNK26SEPFUT,10,11,68443,BANDHANBNK,2263,-1.0,XX,10100000002263,,0,0.0,BANDHANBNK,2026-09-29,FUTURE,False,75,FAR,3
101126072861122,BANKBARODA 28 Jul 26 FUT,13,2925,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKBARODA26JULFUT,10,11,61122,BANKBARODA,4668,-1.0,XX,10100000004668,,0,0.0,BANKBARODA,2026-07-28,FUTURE,False,12,NEAR,1
101126082558123,BANKBARODA 25 Aug 26 FUT,13,2925,0.05,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BANKBARODA26AUGFUT,10,11,58123,BANKBARODA,4668,-1.0,XX,10100000004668,,0,0.0,BANKBARODA,2026-08-25,FUTURE,False,40,NEXT,2
101126092968444,BANKBARODA 29 Sep 26 FUT,13,2925,0.05,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BANKBARODA26SEPFUT,10,11,68444,BANKBARODA,4668,-1.0,XX,10100000004668,,0,0.0,BANKBARODA,2026-09-29,FUTURE,False,75,FAR,3
101126072861123,BANKINDIA 28 Jul 26 FUT,13,5200,0.01,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKINDIA26JULFUT,10,11,61123,BANKINDIA,4745,-1.0,XX,10100000004745,,0,0.0,BANKINDIA,2026-07-28,FUTURE,False,12,NEAR,1
101126082558125,BANKINDIA 25 Aug 26 FUT,13,5200,0.01,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BANKINDIA26AUGFUT,10,11,58125,BANKINDIA,4745,-1.0,XX,10100000004745,,0,0.0,BANKINDIA,2026-08-25,FUTURE,False,40,NEXT,2
101126092968445,BANKINDIA 29 Sep 26 FUT,13,5200,0.01,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BANKINDIA26SEPFUT,10,11,68445,BANKINDIA,4745,-1.0,XX,10100000004745,,0,0.0,BANKINDIA,2026-09-29,FUTURE,False,75,FAR,3
101126072861088,BANKNIFTY 28 Jul 26 FUT,11,30,0.2,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JULFUT,10,11,61088,BANKNIFTY,26009,-1.0,XX,101000000026009,,0,0.0,BANKNIFTY,2026-07-28,FUTURE,False,12,NEAR,1
101126082558067,BANKNIFTY 25 Aug 26 FUT,11,30,0.2,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BANKNIFTY26AUGFUT,10,11,58067,BANKNIFTY,26009,-1.0,XX,101000000026009,,0,0.0,BANKNIFTY,2026-08-25,FUTURE,False,40,NEXT,2
101126092968390,BANKNIFTY 29 Sep 26 FUT,11,30,0.2,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BANKNIFTY26SEPFUT,10,11,68390,BANKNIFTY,26009,-1.0,XX,101000000026009,,0,0.0,BANKNIFTY,2026-09-29,FUTURE,False,75,FAR,3
101126072861124,BDL 28 Jul 26 FUT,13,425,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BDL26JULFUT,10,11,61124,BDL,2144,-1.0,XX,10100000002144,,0,0.0,BDL,2026-07-28,FUTURE,False,12,NEAR,1
101126082558126,BDL 25 Aug 26 FUT,13,425,0.1,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BDL26AUGFUT,10,11,58126,BDL,2144,-1.0,XX,10100000002144,,0,0.0,BDL,2026-08-25,FUTURE,False,40,NEXT,2
101126092968446,BDL 29 Sep 26 FUT,13,425,0.1,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BDL26SEPFUT,10,11,68446,BDL,2144,-1.0,XX,10100000002144,,0,0.0,BDL,2026-09-29,FUTURE,False,75,FAR,3
101126072861125,BEL 28 Jul 26 FUT,13,1425,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BEL26JULFUT,10,11,61125,BEL,383,-1.0,XX,1010000000383,,0,0.0,BEL,2026-07-28,FUTURE,False,12,NEAR,1
101126082558130,BEL 25 Aug 26 FUT,13,1425,0.05,,0915-1530|1815-1915:,2026-07-15,1787652000,NSE:BEL26AUGFUT,10,11,58130,BEL,383,-1.0,XX,1010000000383,,0,0.0,BEL,2026-08-25,FUTURE,False,40,NEXT,2
101126092968447,BEL 29 Sep 26 FUT,13,1425,0.05,,0915-1530|1815-1915:,2026-07-15,1790676000,NSE:BEL26SEPFUT,10,11,68447,BEL,383,-1.0,XX,1010000000383,,0,0.0,BEL,2026-09-29,FUTURE,False,75,FAR,3
101126072861126,BHARATFORG 28 Jul 26 FUT,13,500,0.1,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BHARATFORG26JULFUT,10,11,61126,BHARATFORG,422,-1.0,XX,1010000000422,,0,0.0,BHARATFORG,2026-07-28,FUTURE,False,12,NEAR,1
