trade_date,security_id,symbol,open,high,low,close,volume,fyers_symbol,source,source_file,source_module,validation_module,processing_module,processing_version,processed_at
2025-08-05,SMD-0025,BAJAJ-AUTO,8176.0,8236.5,8130.0,8230.5,194083,NSE:BAJAJ-AUTO-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BAJAJ-AUTO\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0026,BAJAJFINSV,1930.1,1942.7,1916.0,1939.4,1101680,NSE:BAJAJFINSV-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BAJAJFINSV\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0027,BAJAJHLDNG,13964.0,13987.0,13800.0,13861.0,22438,NSE:BAJAJHLDNG-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BAJAJHLDNG\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0028,BAJFINANCE,889.0,893.6,882.4,891.9,4446791,NSE:BAJFINANCE-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BAJFINANCE\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0030,BANDHANBNK,168.03,168.89,164.78,165.89,3028618,NSE:BANDHANBNK-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BANDHANBNK\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0031,BANKBARODA,240.0,242.27,239.5,240.65,2784149,NSE:BANKBARODA-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BANKBARODA\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0032,BANKINDIA,111.65,112.12,110.22,110.72,3565443,NSE:BANKINDIA-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BANKINDIA\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0033,BANKNIFTY,55545.05,55648.15,55202.85,55360.25,117704272,NSE:NIFTYBANK-INDEX,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BANKNIFTY\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0034,BDL,1590.0,1607.7,1550.0,1586.6,1611048,NSE:BDL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BDL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0035,BEL,390.0,390.25,383.35,386.65,13482710,NSE:BEL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BEL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0036,BHARATFORG,1175.0,1177.7,1151.6,1160.5,384753,NSE:BHARATFORG-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BHARATFORG\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0037,BHARTIARTL,1920.0,1937.6,1912.1,1931.8,5167672,NSE:BHARTIARTL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BHARTIARTL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0038,BHEL,243.01,249.0,243.0,248.25,16107703,NSE:BHEL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BHEL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0039,BIOCON,383.0,386.8,370.65,372.35,3095425,NSE:BIOCON-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BIOCON\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0040,BLUESTARCO,1740.0,1774.1,1738.8,1750.7,386793,NSE:BLUESTARCO-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BLUESTARCO\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0041,BOSCHLTD,41145.0,41290.0,39445.0,40595.0,114355,NSE:BOSCHLTD-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BOSCHLTD\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0042,BPCL,317.0,318.0,309.55,315.1,6730701,NSE:BPCL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BPCL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0043,BRITANNIA,5795.0,5795.0,5610.5,5635.5,380387,NSE:BRITANNIA-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BRITANNIA\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0044,BSE,2492.0,2494.1,2346.1,2367.2,7032517,NSE:BSE-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\BSE\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0046,CAMS,758.38,764.72,748.4,759.32,2758030,NSE:CAMS-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CAMS\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0047,CANBK,107.75,108.3,106.9,107.46,11549473,NSE:CANBK-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CANBK\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0048,CDSL,1576.0,1577.4,1543.0,1566.2,2757011,NSE:CDSL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CDSL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0050,CGPOWER,665.5,681.65,660.25,680.25,4324035,NSE:CGPOWER-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CGPOWER\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0052,CHOLAFIN,1475.4,1481.6,1456.5,1472.1,1537683,NSE:CHOLAFIN-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CHOLAFIN\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0053,CIPLA,1513.5,1517.3,1491.1,1499.8,1156528,NSE:CIPLA-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CIPLA\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0054,COALINDIA,376.0,380.7,374.5,379.5,6846687,NSE:COALINDIA-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\COALINDIA\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0055,COCHINSHIP,1744.1,1760.9,1727.0,1733.7,468455,NSE:COCHINSHIP-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\COCHINSHIP\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0056,COFORGE,1745.0,1748.0,1698.6,1706.7,1980437,NSE:COFORGE-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\COFORGE\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0057,COLPAL,2257.8,2268.5,2227.4,2230.5,369067,NSE:COLPAL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\COLPAL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0058,CONCOR,579.0,583.25,575.25,578.9,685480,NSE:CONCOR-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CONCOR\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0059,CROMPTON,327.1,327.1,321.05,323.25,2867169,NSE:CROMPTON-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CROMPTON\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0060,CUMMINSIND,3566.0,3604.2,3494.2,3591.5,634486,NSE:CUMMINSIND-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\CUMMINSIND\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0062,DABUR,529.65,529.65,521.0,524.7,2027038,NSE:DABUR-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DABUR\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0063,DALBHARAT,2234.0,2250.0,2222.0,2242.7,394017,NSE:DALBHARAT-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DALBHARAT\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0064,DELHIVERY,460.45,463.8,450.7,458.05,4729040,NSE:DELHIVERY-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DELHIVERY\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0065,DIVISLAB,6489.5,6530.5,6363.5,6409.0,377699,NSE:DIVISLAB-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DIVISLAB\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:21+05:30
2025-08-05,SMD-0066,DIXON,17002.0,17099.0,16763.0,16849.0,208975,NSE:DIXON-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DIXON\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0067,DLF,795.0,798.8,770.1,780.95,4368329,NSE:DLF-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DLF\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0068,DMART,4200.0,4267.4,4188.1,4257.8,366011,NSE:DMART-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DMART\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0069,DRREDDY,1225.0,1232.0,1205.0,1214.8,956582,NSE:DRREDDY-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\DRREDDY\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0070,EICHERMOT,5625.0,5690.0,5584.5,5681.0,458305,NSE:EICHERMOT-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\EICHERMOT\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0071,ETERNAL,306.9,307.6,301.7,302.15,14820256,NSE:ETERNAL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\ETERNAL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0073,FEDERALBNK,195.48,196.9,194.08,196.04,5819712,NSE:FEDERALBNK-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\FEDERALBNK\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0074,FINNIFTY,26434.7,26474.7,26288.85,26373.5,96978867,NSE:FINNIFTY-INDEX,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\FINNIFTY\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0075,FORCEMOT,17126.0,17899.0,16900.0,17829.0,98993,NSE:FORCEMOT-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\FORCEMOT\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0076,FORTIS,862.1,869.9,853.35,867.9,751602,NSE:FORTIS-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\FORTIS\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0077,GAIL,174.54,174.9,170.7,171.34,14688223,NSE:GAIL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GAIL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0078,GLENMARK,2074.9,2077.8,2031.5,2052.6,429624,NSE:GLENMARK-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GLENMARK\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0079,GMRAIRPORT,91.55,93.0,91.2,92.81,13454598,NSE:GMRAIRPORT-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GMRAIRPORT\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0080,GODFRYPHLP,3150.0,3293.83,3120.5,3291.5,3160527,NSE:GODFRYPHLP-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GODFRYPHLP\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0081,GODREJCP,1254.9,1254.9,1213.4,1219.4,1442317,NSE:GODREJCP-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GODREJCP\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0082,GODREJPROP,2100.2,2120.0,2076.0,2114.8,521123,NSE:GODREJPROP-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GODREJPROP\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0084,GRASIM,2799.0,2824.9,2784.7,2797.2,782631,NSE:GRASIM-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GRASIM\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0085,GVT&D,2814.0,2876.6,2809.5,2819.6,572260,NSE:GVT&D-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\GVT&D\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0086,HAL,4537.0,4586.0,4500.0,4578.2,776247,NSE:HAL-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HAL\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0087,HAVELLS,1508.6,1516.4,1495.0,1502.8,494352,NSE:HAVELLS-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HAVELLS\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0088,HCLTECH,1479.9,1485.4,1471.2,1482.7,2614394,NSE:HCLTECH-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HCLTECH\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0089,HDFCAMC,2850.0,2852.0,2814.25,2836.75,879702,NSE:HDFCAMC-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HDFCAMC\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0090,HDFCBANK,993.25,997.2,982.75,988.8,23978058,NSE:HDFCBANK-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HDFCBANK\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0091,HDFCLIFE,735.8,742.25,731.65,738.5,1988095,NSE:HDFCLIFE-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HDFCLIFE\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0092,HEROMOTOCO,4536.0,4581.5,4515.9,4546.8,803505,NSE:HEROMOTOCO-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HEROMOTOCO\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0094,HINDALCO,692.0,692.0,682.15,687.1,3302614,NSE:HINDALCO-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HINDALCO\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0096,HINDPETRO,405.9,405.9,394.5,402.45,7973897,NSE:HINDPETRO-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HINDPETRO\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0097,HINDUNILVR,2496.07,2511.31,2476.2,2493.31,756361,NSE:HINDUNILVR-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HINDUNILVR\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0098,HINDZINC,422.0,423.6,419.2,421.2,990246,NSE:HINDZINC-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HINDZINC\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0100,HYUNDAI,2170.1,2214.9,2169.0,2190.3,247027,NSE:HYUNDAI-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\HYUNDAI\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0101,ICICIBANK,1453.0,1461.5,1441.0,1444.4,14799343,NSE:ICICIBANK-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\ICICIBANK\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0102,ICICIGI,1891.9,1902.6,1869.6,1900.2,266143,NSE:ICICIGI-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\ICICIGI\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
2025-08-05,SMD-0103,ICICIPRULI,609.05,615.8,604.05,614.75,404117,NSE:ICICIPRULI-EQ,FYERS_HISTORY_API,C:\Users\megha\AQSD\Data\Market_Price\Raw\ICICIPRULI\daily_history.csv,MPD-007,MPD-008,MPD-009,1.0.0,2026-08-05T20:18:22+05:30
